id	_vascanTaxonID	_languageName	vernacularName
133	4644	French	rougets
133	4644	Ojibwa	ode'imînîdji'bîk
133	4644	Abenaki	patkéna'houk
133	4644	Atikamekw	saguminan
133	4644	Montagnais	shâshâkuminânakashî
133	4644	Innu	nekutsahemen
134	4646	English	flowering dogwood
134	4646	French	cornouiller fleuri
134	4646	Chippewa	nemwatik
135		English	stiff dogwood
136	14857	English	panicled dogwood
136	14857	French	cornouiller à grappes
136	14857	Ojibwa	meskwabi'mîc
137		English	red-osier dogwood
137		English	red willow
137		French	cornouiller stolonifère
137		French	hart rouge
137		Cree	mehkwa pemakwa
137		Cree	mikwapamuk
137		Cree	mīhkwa pēmakwa
137		Cree	mīkōbīmāka
137		Cree	mikwanbimaka
137		Cree	mikwapimakwah
137		Cree	mithkwāpīmak
137		Cree	miskwāpīmak
137		Cree	mi(h)kwapiymak
137		Cree	mikwa piskaw
137		Cree	nipsiy wasaskwetow
137		Cree	pīmīhkwāhtik
137		Cree	mīhkwanīpisīya
137		Cree	mikobimuk
137		Chipewyan	k'áik'ozé
137		Ojibwa	meskwabi-mins
137		Ojibwa	mĭs'kwabi'mĭc
137		Malecite	nespipam'k'
137		Abenaki	mamkawa'kousek
137		Montagnais	mîkuâpemuku
138	1037	English	willow
138	1037	English	dogwood
138	1037	French	cornouiller
139	7091	English	golden corydalis
139	7091	French	corydale dorée
139	7091	Ojibwa	tîpotîe'kwason
140	3721	English	American hazelnut
140	3721	French	noisetier d'Amérique
140	3721	Ojibwa	mûkwobaga'nak
141	3724	English	beaked hazelnut
141	3724	French	noisetier à long bec
141	3724	Ojibwa	bagan'
141	3724	Ojibwa	baga'nak
141	3724	Atikamekw	pakanatuk
142	1047	English	hawthorn
142	1047	French	aubépine
142	1047	Chippewa	minesgan-wins
142	1047	Chippewa	mînesaga'wûnj
143		English	squash
143		French	courge
143		Ojibwa	ogwîssi'maun o'wasokwûne'k
144	3761	English	hound's tongue
144	3761	French	cynoglosse boréal
144	3761	Ojibwa	masa'n
145	6854	English	lady'slipper
145	6854	English	moccasin flower
145	6854	English	nerve root
145	6854	French	cypripède acaule
145	6854	French	sabot de la vierge
145	6854	Atikamekw	kamidjetotapi
145	6854	Ojibwa	ago'biso'wĭn
146	6861	English	ladyslipper
146	6861	French	cypripède jaune
146	6861	Ojibwa	ma'kasîn
147	6864	English	showy lady's slipper
147	6864	French	cypripède royal
148	6842	English	rein orchis
148	6842	French	habénaire à longues bractées
148	6842	Ojibwa	goko'cgûnda mînêskwe'mîn
149	5714	English	purple prairie-clover
149	5714	French	dalée violette
149	5714	Ojibwa	ba'sibûgûk'
150	20022	English	shrubby cinquefoil
150	20022	French	potentille frutescente
151	8481	English	tall larkspur
151	8481	French	pied-d'alouette glauque
152	4199	English	bush honeysuckle
152	4199	French	dièreville chèvrefeuille
152	4199	French	herbe bleue
152	4199	Ojibwa	wežauškwagmik
152	4199	Ojibwa	osawa'skanet
152	4199	Cree	maskōcīpihk
152	4199	Atikamekw	asasunatuk
153	9413	English	moosewood
153	9413	English	leatherwood
153	9413	English	wicopy
153	9413	English	rope-bark
153	9413	French	dirca des marais
153	9413	French	bois de plomb
153	9413	Ojibwa	djibe'gûb
154	5387	English	spinulose shield fern
154	5387	French	dryoptère spinuleuse
154	5387	Cree	ku(h)kuguwpuk
155	5391	English	spreading wood fern
155	5391	French	dryoptère dressée
156	5400	English	marginal shield fern
156	5400	French	dryoptère à sores marginaux
156	5400	French	dryoptéride marginale
157	1112	English	fern
157	1112	French	dryoptère
157	1112	French	dryoptéride
157	1112	Montagnais	uîshakâtshâkuat
158	4696	English	wild balsam-apple
158	4696	French	échinocystis lobé
158	4696	French	concombre sauvage
158	4696	Ojibwa	nîgîtîni'gûnûk
159		English	Indian paint fungus
159		Cree	meah-kis-igun
160	5514	English	crowberry
160	5514	English	curlewberry
160	5514	French	camarine noire
160	5514	French	graines noires
160	5514	Cree	askīmināsiht
160	5514	Cree	ebshjimend
160	5514	Dene	dineech'ùh
161	5516	English	trailing arbutus
161	5516	English	mayflower
161	5516	French	épigée rampante
161	5516	French	fleur de mai
162	5466	English	horsetail
162	5466	French	prêle des champs
162	5466	French	queue de renard
162	5466	Cree	mistatimosoy
162	5466	Cree	okotāwask
162	5466	Cree	enskowusk
162	5466	Cree	kiychiwiykusk
162	5466	Ojibwa	jasibonskok
162	5466	Ojibwa	gîji'bînûsk
162	5466	Dene	kheh dyè'
163	5469	English	scouring rush
163	5469	English	horsetail
163	5469	French	prêle d'hiver
163	5469	Ojibwa	gijib'inûskon'
164	5471	English	marsh horsetail
164	5471	French	prêle des marais
165	5472	English	common horsetail
165	5472	French	prêle des prés
165	5472	Ojibwa	wishgobidjibik
166	5474	English	horsetail
166	5474	French	prêle des bois
166	5474	Cree	mistatimosoy
166	5474	Cree	okotāwask
166	5474	Cree	enskowusk
166	5474	Cree	kiychiwiykusk
166	5474	Ojibwa	siba'mûckûn
167	3010	English	Canadian horseweed
167	3010	French	érigéron du Canada
167	3010	Ojibwa	gababi'kwûna'tĭg
168	3112	English	Philadelphia fleabane
168	3112	French	érigéron de Philadelphie
168	3112	Ojibwa	mîcaogacan
169	1149	English	Canada fleabane
170	3127	English	daisy fleahane
170	3127	French	érigéron hispide
170	3127	Ojibwa	nokwe'sîgûn
171	1152	English	cotton grass
171	1152	French	linaigrette
172	2575	English	button snakeroot
172	2575	French	panicaut aquatique
173	4043	English	wormseed mustard
173	4043	French	vélar giroflée
173	4043	French	herbe au chantre
173	4043	Ojibwa	o'zawa'bigwûn
174	23325	English	joe-pye-weed
174	23325	French	eupatoire maculée
174	23325	Ojibwa	me'skwana'k bû'giso'wĭn
175	3144	English	thoroughwort
175	3144	English	common boneset
175	3144	French	eupatoire perfoliée
175	3144	French	herbe à souder
175	3144	Ojibwa	siabuksing
175	3144	Ojibwa	sasabwaksing
175	3144	Ojibwa	niya'wibûkûk'
175	3144	Abenaki	maladag'kwinbisoun
176	23326	English	joe-pye weed
176	23326	French	eupatoire pourpre
176	23326	Ojibwa	biaskagemesek
177	5603	English	flowering spurge
177	5603	French	euphorbe pétaloïde
177	5603	Ojibwa	cabosî'kûn
177	5603	Ojibwa	
178	1164	English	spurge
178	1164	French	euphorbe
179	3149	English	large-leaved aster
179	3149	French	aster à grandes feuilles
179	3149	French	pétouane
179	3149	Ojibwa	naskosi'îcûs
180	3157	English	grass leaf goldenrod
180	3157	French	verge d'or graminifoliée
180	3157	Ojibwa	wasa'waskwûne'k
181		English	spruce moss
181		Chipewyan	k'itsanjú
182	5957	English	beech
182	5957	French	hêtre à grandes feuilles
182	5957	Ojibwa	šewe-minš
182	5957	Malecite	miki'kwimus
183		English	tinder fungus
183		French	amadouvier
183		Cree	wāsāsukwītwī
183		Cree	wāsaskwītoy
183		Cree	posākan
184		English	agarikon
184		French	polypore officinal
184		Cree	wah-pah-toos
185		French	polypore marginé
185		French	amadouvier des pins
185		Cree	mech-quah-too
186	8756	English	woodland strawberry
186	8756	French	fraisier
187	8757	English	wild strawberry
187	8757	French	fraisier des champs
187	8757	Ojibwa	ode'imĭnĭdji'bĭk
187	8757	Cree	otehimina
187	8757	Cree	otīhīminah
187	8757	Cree	okdeamena
187	8757	Cree	owtiyhiymin
187	8757	Cree	otīhīminipukwah
188	8758	English	smooth wild strawberry
188	8758	English	Virginia strawberry
188	8758	French	fraisier glauque
189	6726	English	yellow ash
189	6726	French	frêne d'Amérique
189	6726	French	frêne blanc
189	6726	Abenaki	ôgmakw
190	6729	English	black or water ash
190	6729	French	frêne noir
190	6729	French	frêne gras
190	6729	Ojibwa	a'gimak'
191	6730	English	red ash
191	6730	French	frêne de Pennsylvanie
191	6730	French	frêne rouge
191	6730	Ojibwa	a'gîma'k
192	1183	English	ash
192	1183	French	frêne
192	1183	Ojibwa	a'gimak'
193	6376	English	hemp nettle
193	6376	French	galéopside à tige carrée
193	6376	Cree	amisko wehkuswa
194	8995	English	goose grass
194	8995	French	gaillet gratteron
194	8995	Ojibwa	sakate'bwi
195	8998	English	northern bedstraw
195	8998	French	gaillet boréal
196	9020	English	small cleaver
196	9020	French	gaillet des teinturiers
196	9020	Ojibwa	waboskîki'mînûn
197	9023	English	small bedstraw
197	9023	French	gaillet trifide
197	9023	Ojibwa	Ojîbwe'owe'cûwûn
198	5517	English	creeping snowberry
198	5517	English	moxieplum
198	5517	French	petit thé
198	5517	Ojibwa	wabos'obûgons'
199	5520	English	teaberry
199	5520	English	checkerberry
199	5520	English	wintergreen
199	5520	French	thé des bois
199	5520	French	gaulthérie couchée
199	5520	Innu	pileuminan
199	5520	Atikamekw	pirebow
199	5520	Ojibwa	winsibog
199	5520	Ojibwa	wînîsi'bûgûd
200	9197	English	northern comandra
200	9197	English	false toadflax
200	9197	French	comandre livide
200	9197	Chipewyan	sasjie
201	6042	English	wild geranium
201	6042	English	cranesbill
201	6042	French	géranium maculé
201	6042	Ojibwa	be'cigodji'bigûk
201	6042	Ojibwa	pesigunk
201	6042	Ojibwa	o'sawaskwîni's
202	8763	English	Alep avens
202	8763	French	benoîte d'Alep
202	8763	Malecite	makwanimiga'kil
202	8763	Cree	kākwīthitamōwask
202	8763	Ojibwa	ne'bone'ankwe'âk
203	8765	English	white avens
203	8765	English	Canada avens
203	8765	French	benoîte du Canada
204	8769	English	large-leaved avens
204	8769	French	benoîte à grande feuilles
204	8769	Cree	kākwīthitamōwask
204	8769	Cree	saw-gee-too-wusk
204	8769	Ojibwa	wica'wasa'konek
205	8772	English	water avens
205	8772	English	chocolate root
205	8772	French	benoîte des ruisseaux
205	8772	Cree	kinipagwusk
205	8772	Malecite	egwitkil
205	8772	Atikamekw	mikotcepik
206	8775	English	prairie smoke
206	8775	French	benoîte à trois fleurs
206	8775	Ojibwa	ne'baneya'nekweäg'
207	7695	English	rattlesnake grass
207	7695	English	Canada managrass
207	7695	French	glycérie du Canada
207	7695	Ojibwa	anagon'wûck
208	1215	French	gnaphale
209	3182	English	curly-cup gumweed
209	3182	French	herbe à gomme commune
209	3182	Cree	kāpasakwāk maskīhkīh
209	3182	Cree	kah pus kun askik
210	5413	English	oak fern
210	5413	French	dryoptéride disjointe
211	5414	English	western oak fern
211	5414	French	gymnocarpe du chêne
211	5414	Atikamekw	oraganiockokuk
212	6110	English	witch hazel
212	6110	French	hamamélis de Virginie
212	6110	French	café du diable
212	6110	Ojibwa	nsakemižins
213	5736	English	alpine hedysarum
213	5736	English	bear root
213	5736	English	Indian carrots
213	5736	French	sainfoin alpin
213	5736	Dene	treh
214	3185	English	sneezeweed
214	3185	English	swamp sunflower
214	3185	French	hélénie automnale
214	3185	Cree	cācāmōsikan
215		English	sunflower
215		Ojibwa	pŭkite'wŭkbŏkuns'
216	3211	English	ox-eye-daisy
216	3211	English	false sunflower
216	3211	French	héliopsis faux-hélianthe
216	3211	Ojibwa	gi'zĭso'bûgons'
217	19512	English	hepatica
217	19512	English	American liverleaf
217	19512	French	hépatique d'Amérique
217	19512	Ojibwa	gabisan'ikeäg'
218		English	hepatica
218		French	hépatique trilobée
218		Ojibwa	pne-uzidin
218		Ojibwa	pnen-obogons
219	2583	English	cow parsnip
219	2583	English	indian rhubarb
219	2583	French	berce très grande
219	2583	Cree	pukwanatik
219	2583	Cree	pakwānāhtik
219	2583	Cree	askīskatask
219	2583	Cree	askīwīskātask
219	2583	Cree	ōskātaskwistikwān
219	2583	Cree	piygwanā(h)tik
219	2583	Cree	pick quan ah tick
219	2583	Malecite	sewapo'kil
219	2583	Ojibwa	bi'bîgwe'wûnûck
219	2583	Montagnais	uîpîtakâshku tshîtshue
220	9241	English	Richardson's alumroot
220	9241	French	heuchère de Richardson
220	9241	Cree	pithīkōcīpihk
220	9241	Ojibwa	ciwade'imĭn'ĭbûg
221		English	sweet-grass
221		English	vanilla grass
221		French	hiérochloé odorante
221		French	foin d'odeur
221		French	herbe sainte
221		Cree	wehkuskwa
221		Cree	wekus
222	7725	English	squirrel-tail
222	7725	French	orge agréable
222	7725	Ojibwa	a'djidamo'wano
223	4575	English	ground berry
223	4575	English	woolly hudsonia
223	4575	French	hudsonie tomenteuse
224	4196	English	hop
224	4196	French	houblon commun
224	4196	Ojibwa	jiwî'cgoni'bûg
225	6140	English	eastern waterleaf
225	6140	French	hydrophylle de Virginie
225	6140	Ojibwa	hunkite'wagūŭs'
225	6140	Ojibwa	ne'bîneankwe'ûk
226	14869	English	garden stonecrop
226	14869	English	live-forever
226	14869	French	orpin pourpre
226	14869	Malecite	mediawigagil
227	3249	English	Richardon's bitterweed
227	3249	English	Colorado rubber-plant
227	3249	French	hymenoxys de Richardson
228	6163	English	St. John's wort
228	6163	French	millepertuis commun
229	2668	English	mountain holly
229	2668	French	faux houx
229	2668	French	némopanthe mucroné
229	2668	Ojibwa	mîckimînû'nîmîc
229	2668	Malecite	wudjiga'nimus
229	2668	Montagnais	kâmatshakâshit shakâu
230	2671	English	winterberry
230	2671	French	houx verticillé
230	2671	Ojibwa	awe'nîsibûg
231	3655	English	spotted jewelweed
231	3655	English	Cape touch-me-not
231	3655	French	impatiente du Cap
231	3655	Malecite	pesgide'skil
231	3655	Ojibwa	wesa'wûs ga'skonêk
232	3659	English	pale jewelweed
232	3659	English	pale touch-me-not
232	3659	French	impatiente pâle
233		English	tinder fungus
233		French	polypore oblique
233		Cree	pōsākan
233		Cree	wīsakīchak omīkī
233		Cree	wīsakecak omikīh
234	3253	English	elecampane
234	3253	French	inule aulnée
234	3253	French	elecampane
234	3253	Malecite	minsisimatek
235	6188	English	muskrat
235	6188	English	blue flag
235	6188	English	
235	6188	French	iris versicolore
235	6188	Ojibwa	na'bûkûck
235	6188	Atikamekw	wa-dusk-skwamuk
236	6242	English	butternut
236	6242	French	noyer cendré
236	6242	Malecite	pcgacnmus
237	4702	English	juniper
237	4702	French	genévrier commun
237	4702	French	genièvre
237	4702	Chippewa	kawins
237	4702	Cree	kahkakew-mina
237	4702	Cree	kahkakewatik
237	4702	Cree	ahaseminanatik
237	4702	Cree	kakakìmìniatik
237	4702	Cree	kākākīmīnātik
237	4702	Cree	kākākīwīmināhtik
237	4702	Cree	māsakiys
237	4702	Chipewyan	datsánjíé
237	4702	Malecite	tuna'liguk'
237	4702	Ojibwa	ga'gawan'dagisĭd
237	4702	Montagnais	kâkâtshiminânakashî
237	4702	Dene	deetrèe jàk
238	4705	English	creeping juniper
238	4705	English	rocky mountain juniper
238	4705	French	genévrier horizontal
238	4705	Cree	ahaseminanatik
238	4705	Cree	masekesh
238	4705	Cree	masikeskatik
239	4709	English	red cedar
239	4709	French	genévrier de Virginie
239	4709	Ojibwa	miskwa'wak
240	5529	English	lambkill
240	5529	English	sheep laurel
240	5529	English	
240	5529	French	kalmia à feuilles étroites
240	5529	French	crevard de moutons
240	5529	Malecite	mikwëwa'lwql
240	5529	Atikamekw	wesajebo
240	5529	Abenaki	jabak
240	5529	Cree	uschipikwh
240	5529	Innu	uishetshipuk
240	5529	Innu	uîshatshipukua
241	5530	English	mountain laurel
241	5530	French	kalmia à feuilles larges
242	5533	English	pale bog laurel
242	5533	French	kalmia à feuilles d'andromède
242	5533	Chipewyan	nágodhts'ëlé
243	3262	English	tall lettuce
243	3262	English	blue lettuce
243	3262	French	laitue bisannuelle
243	3262	Ojibwa	dadoca'bo
244	3263	English	wild lettuce
244	3263	English	Canada lettuce
244	3263	French	laitue du Canada
244	3263	Ojibwa	odjici'gomĭn
245	9433	English	wood nettle
245	9433	English	Canada nettle
245	9433	French	laportéa du Canada
245	9433	French	ortie du Canada
245	9433	Ojibwa	masa'natîk
246	3781	English	stickweed
246	3781	French	bardanette
246	3781	Ojibwa	ozaga'tĭgomĕns
247	7166	English	tamarack
247	7166	English	larch
247	7166	French	mélèze laricin
247	7166	French	épinette rouge
247	7166	Cree	wakinakum
247	7166	Cree	wakinakun
247	7166	Cree	wakinākin
247	7166	Cree	wāginagun
247	7166	Cree	waachinaakin
247	7166	Malecite	poka'mus
247	7166	Ojibwa	mŏsh'kīkiwa'dik
247	7166	Ojibwa	mû'ckîgwa'tîg
247	7166	Atikamekw	mackigwatuk
247	7166	Montagnais/Innu	uatshinakan
247	7166	Abenaki	oblanda'gasouk
247	7166	Abenaki	pôbnôdageso
247	7166	Dene	ts'iiteenjùh
247	7166	Dene	diweh
247	7166	Chipewyan	nídhe
248		French	tripes-de-roches
248		Montagnais	uâkuanâpishku
249	5752	English	creamy vetchling
249	5752	English	pale vetchling
249	5752	French	gesse jaunâtre
249	5752	Ojibwa	bûgwa'dj ûk pîni'k mîne'bûg
250	5760	English	veiny vetchling
250	5760	English	wild pea
250	5760	French	gesse veinée
250	5760	Ojibwa	mĭ'nĭsĭno'wûck
251	4071	English	wild peppergrass
251	4071	French	lépidie de Virginie
252	3281	English	ox-eye daisy
252	3281	French	chrysanthème leucanthème
252	3281	French	marguerite
252	3281	Cree	iskwew owehowina
253	7751	English	sea limegrass
253	7751	English	American dunegrass
253	7751	French	seigle de mer
253	7751	Cree	kawabash
254	6529	English	Canada lily
254	6529	English	wild yellow lily
254	6529	French	lis du Canada
254	6529	Malecite	walbatweka.'gil
254	6529	Ojibwa	wĭnabojo'bikwûk'
255	6534	English	orange-red lily
255	6534	English	Philadelphia lily
255	6534	French	lis de Philadelphie
255	6534	Cree	wapayoominusk
255	6534	Cree	wākican
255	6534	Cree	wākiychān
255	6534	Ojibwa	miškodé-pin
255	6534	Ojibwa	miskode-pin
256	7356	English	sea lavender
256	7356	French	limonium de Caroline
257	7252	English	butter and eggs
257	7252	French	linaire vulgaire
257	7252	Ojibwa	owacawa'skwûneg
258	4201	English	twin flower
258	4201	French	linnée boréale
258	4201	Montagnais	pâshpâshtshu
259	4184	English	Indian tobacco
259	4184	French	lobélie gonflée
260	4185	English	Ontario lobelia
260	4185	English	Kalm's lobelia
260	4185	French	lobélie de Kalm
261	4205	English	American fly honeysuckle
261	4205	French	chèvrefeuille du Canada
262	4210	English	glaucous honeysuckle
262	4210	English	limber honeysuckle
262	4210	French	chèvrefeuille dioïque
262	4210	Ojibwa	šabankuk
262	4210	Cree	Sīpāhtik
262	4210	Cree	sīpaminukusīatik
262	4210	Cree	sīpaminitasīatik
262	4210	Cree	sīpāminakasīwā(h)tik
262	4210	Cree	gāganōnskīwaskwah
262	4210	Cree	gagīnawonskiwaskwah
262	4210	Cree	pay(h)payā(h)tik
263	4217	English	black twinberry
263	4217	English	twinflower
263	4217	English	honeysuckle
263	4217	French	chèvrefeuille involucré
263	4217	Cree	payipahtik
263	4217	Cree	pipahtikwa
264		English	puffball fungus
264		French	vesse-de-loup perlée
264		Cree	wathaman
264		Cree	pesohkan
264		Cree	bībōgīthāmin
264		Cree	bīpōgīthamin
264		Cree	pissoskum
264		Cree	kōkōsiwathaman
264		Cree	kāpwīpocīpathisit
264		Cree	kāpikiy(h)tiypayta
264		Chipewyan	datsántsíé
265		English	puffball
265		French	vesse-de-loup
265		Montagnais	kâpîputepishiti
266	6595	English	stag's horn
266	6595	English	common club-moss
266	6595	French	lycopode claviforme
266	6595	French	courants verts
267	6596	English	round-branched tree-clubmoss
267	6596	English	ground pine
267	6596	English	bear paw
267	6596	French	lycopode dendroïde
268	6599	English	ground pine
268	6599	French	lycopode foncé
269	1379	English	club-moss
269	1379	English	ground pine
269	1379	French	lycopode
269	1379	Montagnais	pâshitshinâkuana
270	2678	English	yellow skunk cabbage
270	2678	French	lysichiton d'Amérique
271	2734	English	wild lily-of-the-valley
271	2734	English	squirrel berry
271	2734	French	maïanthème du Canada
271	2734	French	petit muguet
271	2734	Cree	sōsōwīpukōsak
271	2734	Cree	sōskōpukwagōh
271	2734	Ojibwa	agongosî'mînûn
272	2739	English	false spikenard
272	2739	English	false Solomon's seal
272	2739	French	smilacine à grappes
272	2739	Malecite	amwiminigak'
272	2739	Abenaki	onkôk'akak
272	2739	Abenaki	onkôk'skak
272	2739	Ojibwa	kinē'wigwŏshk
272	2739	Ojibwa	agongo'simînûn'
272	2739	Ojibwa	cigona'gan
273	2740	English	star-flowered solomon's seal
273	2740	French	smilacine étoilée
273	2740	Ojibwa	anungokauh
274	6896	English	green Adder's mouth
274	6896	French	malaxis unifolié
274	6896	Ojibwa	aîa'nîkotci'mîn
275	3303	English	pineapple weed
275	3303	English	chamomile
